,0
817,再請問一下是送那個袋子嗎還是裡面的東西也是送的阿
818,現在就可以進去媽呀我還在高鐵上
819,來來來看這裡這篇講得很詳細呦
820,你可以慢慢坐喔點入場注意安全呦
821,那個什麼特別是怎麼得到的
822,還好
823,怎麼感覺有點少
824,可不可以高雄駁二也來辦一場台北太遠
825,希望台中也能有這個活動
826,讚唷
827,單身怎麼辦
828,讚哦
829,塊
830,想問可以早點文嗎人家都回南部惹哭哭
831,幹我以為就可以入場了沒想到要排隊
832,求票
833,跪求高雄場
834,請問可以直接入場嗎還是要去哪裡索票
835,去看雜學校就好了
836,記得以前好像有個身材很好的工程師可是名字忘了
837,在美國怎麼辦可惡
838,搶
839,台灣只剩台北一個城市
840,什麼時後南部有哭哭
841,不能去現場但想買杯子
842,沒有門票要怎麼進去
843,請問這是什麼活動
844,贈品超讚的我女友超愛
845,幹我打算單槍匹馬去逛逛
846,華山草原乳房案
847,好用心
848,妳超狂推一個我在去的路上
849,有現場排隊
850,幹我也打算單槍匹馬去逛逛
851,幹大家要不要揪團
852,好想去
853,好酷哦哈哈
854,希望台中也有
855,好閃
856,跪求短髮背影工作人員
857,感覺蠻無聊的但是是免費的不錯
858,想要袋子
859,剛剛問了袋要參加抽卡實驗室或用隨機禮物券就可以拿
860,看了以後完全不想去
861,來自台北的高醫人表示非常認同
862,高雄屏東站出來想參加好遠
863,領了雙人票但只有一個人
864,不打算排了
865,請問排很久嗎我快到而已
866,好像騙錢的活動
867,最好是來台南辦一場喔不然哭給你看
868,高雄啊啊啊啊啊啊啊啊
869,明年我自願去幫忙做現場飲料調製
870,這是三點到拿的你現在來我可以送你
871,我是我在舞台前面了啊不是在調酒嗎哈哈
872,號未免好久感覺
873,高雄也來一場吧
874,可惜沒跟你拿不然可以排前面一點
875,好浮誇
876,閃光陪我去好不好裝萌
877,阿亞東西洋參考試姆土地公从蛋坦蕩目的蕩哈哈哈是是我
878,高雄也想要糖果
879,想要閃光
880,跪求高雄場
881,這要幹嘛
882,還我雞排編
883,幹一句可以開放寫手專區嗎看那些什麼按愛心就拖魯的作家彩妝無腦感情文還有閃光你媽拜月老的作者都長什麼樣子哈哈哈哈哈哈哈哈哈哈哈好想知道啊啊啊啊啊啊啊
884,可以來台中嗎
885,騙人的活動贈品量不控制當晚上的人傻子浪費大家時間藍色袋子才幾點就沒了
886,跪求短髮在笑的女生
887,所以閃光小編是第一張圖的那位女生嗎
888,這活動是免費的
889,我是晚上的場次聽到真是傻了那我早鳥票到底是幹啥用的東西不會控制場次定時發放文章也沒標示清楚主辦單位的聯絡資訊呢我們來好好溝通一下
890,好想去哦
891,臺南也來一場
892,希望台中也有機會
893,有人要一起去嗎
894,心得卡贊助商展完
895,妳踩到雷了跟他們溝通吧
896,的就沒了
897,你可以跟我去
898,嗨
899,我們一起去
900,我明天也好想去但邊緣
901,還好我報早一點的場次
902,簡單一句話我今天的場袋子說要留給明天不發了好喔
903,有點酷
904,用心
905,高雄可以辦一下嗎可以帶鱷魚嗎
906,雖然說抽卡結果沒有一定只是我排了一小時是失望的結局
907,要有搶到早鳥票出口隨機發放的贈品卷兩者都有才能換藍袋子排現場的沒有因為沒有條碼刷
908,可不可以來北京舉辦
909,出來變低能
910,我是搶到今天的早鳥票那如果明天去排現場的有拿到贈品卷的話能刷號的嗎
911,希望高雄巨蛋也來一場
912,台南
913,所以就是贈品卷工作人員有一部分發給現場入場不是早鳥的人他們不能換然後晚上來早鳥的人都沒拿到贈品卷也不能換這個遊戲規則也太棒了哦棒到不知道怎麼形容
914,到不了
915,繽紛糖果感覺很像毒品
916,領號碼牌的在此其實在華山晃一下很快就進場了
917,狂狂的
918,謝謝男友今天陪我去
919,可是低卡會做言論篩選呢之前罵過低卡就被鎖帳號了
920,請出來說明一下為什麼藍色袋子是隨機的沒有事先說明為什麼明明是搶早鳥票卻還是比不上第一批進場的人早鳥票的意義是現場工作人員說一套是一套是不是應該檢討一下在發放卷的時候確認身份不要盲目的見一個撒一個大部分人都是為了那個袋子去的你們規定如此鬆散影響到後人的權利這樣以後誰還想參加
921,免費入場就去去去
922,明天再去排一次會很無恥嘛
923,點離開華山現在衝白晝之夜
924,不會因為獎品很好我還拿去送路人哈哈眼線的我用不到
925,真的很無聊都是要拍照打卡才拿的到東西想要小禮物真的沒那麼容易還以為早鳥是優先進場有優先全權利結果進去之後看到一樣滿滿的排隊人潮就想直接出來了活動動線安排不一不知道早鳥的意義在哪裡而且沒有事先告知得到活動贈品讓人以為早鳥都有直接領到藍色袋子的權利結果一樣要排隊領代幣轉扭蛋靠運氣好不容易換到結果藍色袋子一下就沒了根本換不到真心不用去
926,雖然沒搶到票今天還是特別搭高鐵上來台北的朋有都說我瘋了哈哈
927,閃
928,闖關出口禮物卷拿到兩個小藍袋不用早鳥
929,希望明天好天氣
930,電流急急棒好玩
931,希望明天還有藍色袋子
932,讚讚
933,今天經過華山帶我媽去排隊帶媽媽有夠邊緣還強迫她用帳號註冊哈哈
934,希望台中也辦
935,完全同意高雄被邊緣
936,一個人只要臉皮厚點也可以玩得很開心的
937,真的無聊而且什麼都發完都要排隊真的傻眼早鳥不然辦什麼意思的
938,我媽說趕快去脫魯
939,耶耶期待
940,求高雄場啦
941,低能卡辦的活動可想而知
942,我要女朋友
943,透明袋我以為上有搶到票的都能拿到結果沒有今天晚上七點二十幾分就全部發完了早鳥好像沒什麼用啊啊啊啊啊
944,來去捕捉閃光
945,最後一天不來會哭這天殺的什麼宣傳是去了才會哭吧祝還是要去的勇者都有藍色閃光袋可拿
946,怎麼說
947,沒拿到小藍袋真的有點誇張都預約早鳥了我以為是算好數量的
948,同感上次我離開的時候還看到有一堆袋子感覺就多很多這次居然就沒了而且扭蛋居然都拿到卸妝水是啥啦
949,想請問預約也要排隊嗎小藍袋是排隊發還是在哪邊拿
950,每個都要排隊現場有點亂小藍袋是要有早鳥才可以拿的
951,如果是點前拿到的話你應該就是多拿的因為排我前面沒有早鳥條碼直接不給領只能拿氣球
952,不過後面認識到女生也是不錯只是扭蛋換都是卸妝水沒捨用意
953,早鳥還不見得拿得到藍色閃光袋呢恕我不贅述關於閃光實驗室的文章留言妳都參考一下再斟酌要不要碰碰運氣唄
954,早鳥也沒藍袋的早鳥只有飲料袋一定拿得到藍袋子跟本是看現場人員心情爽就發
955,早鳥一定拿的到嗎還是早鳥也不一定
956,我是的早鳥結果根本沒拿到
957,今天下午四點場一樣沒有路過
958,我是點早鳥票工作人員只會說裡面有機會拿到另一個又說沒了又一個說明天還有超讚
959,看法蘭黛專場路過
960,不知道第一次的活動你有沒有去過畢竟這個活動是免費入場的人家又免費送了那麼多東西要你拍照上傳再拿禮物應該合情理雖然第一次的時候沒有用早鳥搶票但裡面的小遊戲也都是要排隊才能玩的我這次雖然也是有早鳥票的一員可惜是晚上入場的一進去就先問還有沒有提袋沒拿到覺得很嘔也很傻眼怎麼數量是這樣算的不過主辦單位也講的很清楚說袋子是限量的早鳥限定只有杯袋而已你沒付錢給人家還有拿免費東西走不用講成這樣吧雖然我今天也是很失望
961,哎喔
962,這是我個人感受啦覺得期待卻落空這樣我是下午五點的早鳥看著有人提藍色袋子自己卻提不到的感覺真的很差覺得排隊排那麼久卡都打了心很累
963,只能說這次活動辦的沒上次好吧感覺一堆差評被官方說法騙了吧想不到吧
964,我覺得這次活動的贈品也沒到多好吧應該跟預期的不一樣
965,卡我是去吃糖果的
966,別傻了這種就是去看看妹子的
967,低能活動
968,已起床
969,只有我覺得還蠻好玩得嘛
970,讚讚讚
971,我是第一場但它就是兩個環節都有給應該是發的太快後面就不給了但早鳥我一開始去問就是說只有杯套迪卡文章寫的讓人會誤會
972,能不能揪團一起去以下開放人報名
973,今天很快就能排到惹大家快衝啊啊啊
974,排隊入場的入口旁邊有糖果可拿可
975,能不能揪團一起去感覺一個人去不太憂
976,然後我們一起去吧喂
977,還我雞排編
978,同校要不揪一波呢
979,我想要飲料感覺好酷
980,唯一改進是有會員才能參加其他一如往常一片混亂今天來碰碰運氣
981,這些遊戲歲以上可以進去玩嗎球球床
982,要會員才能進去
983,年紀大人還是可以進去玩東西就是了好懷念的遊戲啊
984,要爬文啊大家都有提到
985,來台中辦一場我就帶我老公去我跟老公認識的
986,可惜沒有閃光
987,我是抽卡實驗室類似社交遊戲我已經畢業了工作上也大多數是男生我很坦承我希望可以去認識異性的結果我排了將近一小時輪到我是一位男生呀娘胎魯天要亡我
988,拍拍
989,請問它是怎麼玩的
990,我是謝謝啊哀魯的真的很痛苦了哈哈被別人說到很煩了
991,我是他會先請你進去一扇門後面然後工作人員就是會去幫你找一位異性來
992,單槍匹馬身騎捷運過去但還沒出發下午三點的
993,沒有吧上面有人說不是早鳥的也能拿唉結果反而早鳥的拿不到
994,太遠了來高雄辦一場肯定衝
995,召喚峽谷
996,請問已經畢業的可以加入嗎
997,很可惜沒有辦法去
998,有會員帳號就可以哦
999,台中啦中南部的卡友也很多捏
1000,入場出場分鐘逛完整個場大多都要排隊然後打卡之類的真的以為限量小藍袋是給早鳥預約的希望下次活動可以辦的更好
1001,現在人還是很多嗎
1002,沒閃光
1003,還逛得真快都還沒到的說
1004,應該會在現場遇到吧正在慢慢趕去
1005,其實真的沒有什麼東西耶抽卡實驗室比較多人剩下的其實就走過去而已哈哈哈而且蠻多都在拍照感覺除了抽卡實驗室外其他的都沒有什麼跟別人互動的我是
1006,人多
1007,那這樣超像去園遊會然後挑幾攤玩一玩吃一吃就回去的感覺
1008,會員帳號等於帳號嗎
1009,對呀
1010,高雄會有嗎
1011,一個人去路過好了
1012,早鳥沒拿到藍袋跟杯套真的傻眼
1013,無言現在好像都沒有了嗎傻眼欸
1014,早鳥可以領杯套要去贈品區
1015,雖然沒領到小藍袋但早鳥杯套還不錯啦要去贈品區領
1016,是嫌台北不夠亂嗎華山這邊已經夠噁了這種低卡活動可以滾到新北市去辦嗎物以類聚剛剛好
1017,讚讚讚
1018,檢舉不送
1019,抽卡是和黑男的邱比特一樣互留賴之類的嗎
1020,類似
1021,我也是一個人自己去正要去路上誒
1022,我跟朋友去贈品區問他們說都沒了傻眼到爆阿阿阿
1023,連早鳥都沒有杯袋了
1024,連杯套都沒惹這摸口憐
1025,我只拿到杯套沒拿到袋子
1026,有人從轉蛋轉到藍色袋子的嗎目前看來好像都發放完了想說晚一點要不要去碰運氣看看
1027,我也有去問真的沒了早鳥票拿不到杯袋無語
1028,請問你大概幾點去領的啊
1029,我今天去我轉蛋轉到了
1030,沒有閃光不能去
1031,小藍袋的東西感覺都送的很好
1032,我是五點去領還有早鳥杯套哦
1033,還不錯我只用四個代幣就抽到了
1034,要怎麼看排隊的號碼在幾號呢
1035,幹遠距離啦沒閃光陪不去畢業了仍然遠距離的女子
1036,杯套讚讚和朋友都有領到要出示早鳥票
1037,能不能說一下小藍袋有哪些東西照片看不大出來
1038,早鳥禮只有杯套袋子要玩扭蛋才有
1039,可以揪我
1040,傻眼
1041,個代幣都是卸妝水真的很傻眼扭蛋轉到空的工作人員說可以換東西結果也是卸妝水那就全部放空的就好啦還不用裝冷知識要控制數量也不是這樣做吧怎麼拿小藍袋的說明也不清不楚讓大家抱有希望又落空非常不限量的晚上早鳥就沒有那早鳥是搶心酸的嗎
1042,什麼時候還有活動真的沒空
1043,請問澎湖有加場嗎
1044,也太早就沒有了這樣他們還放進扭蛋給別人抽
1045,太晚去現場票沒了
1046,我有多的票不過要有辦法找到我
1047,哈我跑去最邊邊北平路口坐著呢全身黑色愛迪達短褲黑色口罩
1048,黑色口罩是怎樣啦
1049,怕太醜嚇到人各種東張西望你穿著怎麼樣啊
1050,我跟朋友去的時候是抽卡實驗室玩完才有藍袋子欸扭蛋什麼的都沒有
1051,我到了自己想辦法哈然後我要入場了
1052,佛系轉蛋獎品不錯哦
1053,說啥無腦的話新北怎麼了
1054,希望南部有一場
1055,電流實驗室好玩
1056,我有在扭蛋扭到藍色的袋子上面好像寫午夜小驚喜
1057,人很多很不錯祝玩得愉快哦先閃了
1058,請問是八點準時關門嗎
1059,沒想到還要代幣抽獎才有袋子原本以為早鳥就一定拿得到浪費時間
1060,來駁二啊可是我魯蛇嗚嗚
1061,可以來高雄嗎但是這個一個人去是不是不好玩啊
1062,今年任務太忙太多沒什麼空去
1063,我回家拍喔
1064,我沒去玩抽卡我四個代幣扭蛋就扭到了
1065,好的感謝
1066,我也很幸運用兩個代幣抽到
1067,通報好像有人對這篇文章有新想法唷快來去看看
1068,貼文在喔
1069,看到了內容很豐富謝謝分享
1070,廣告這麼久才這樣喔台灣一堆騙錢沒用的景點已經夠多了一堆小確幸真的沒救了一堆小清新唱歌夾著小雞雞我呸一秒帶走你的馬子今晚跟我睡
1071,好羨慕大家都有男友或朋友一起去
1072,高雄也要
1073,一個霸凌邊緣人的活動
1074,推霸凌邊緣人以為是單身去玩現實版抽卡可以認識異性的活動我還打扮漂漂亮亮去結果太多女生一群一群的怎麼玩都女的不然我抽到藍藍袋拿來換男朋友
1075,敲碗台中場台中也會很多人的
1076,其實卡是台北的公司應該還沒辦法去別的地方辦咯
1077,今天沒去到要交個朋友嗎下次一起去辦的其他展覽
1078,不會是覬覦我的藍藍袋吧哈哈哈哈哈哈哈哈
1079,同感女生暴多
1080,真的不是啦
1081,請問大家代幣是用錢去換嗎還是打卡才有
1082,活動換的
1083,以為要單身去還不準我朋友去我有朋友低卡隔層山怎麼認識啦笑死
1084,像山一樣高哦想了想邀約妳下一個活動比如雙十節看電影如何
1085,呃我是禮拜六的場為什麼我是男生很多多到塞車現實抽卡也是男生我原本也是要去認識異性的傻眼我是可以去看我的留言哈哈
1086,男生不多基本上都是有主的女生不少但是都是有主或女女配不太可能去搭訕基本上要脫魯難上加難
1087,感謝你因為我沒有去所以有點看不懂
1088,只好披上我的系了就是雙十聖誕跨年可能都很忙所以這麼魯
1089,幫
1090,哈哈所以無緣認識了對吧
1091,不知道什麼時候會再有第二次
1092,走一起去排隊
1093,明天有多一張要一起嗎
1094,可以來排隊哦
1095,現場排
1096,那個時間剛好沒辦法我想也只能排隊了
1097,拿號碼牌現場排隊的小閃光看這邊這邊會顯示幾號入場
1098,感謝你很貼心
1099,來帶你進場
1100,真的假的啦
1101,都超過了
1102,我以為你說明天壞透
1103,明天多一張
1104,嘿
1105,好期待好期待但我是有搶到票的女孩
1106,搶到票
1107,我坐著電動輪椅也要去
1108,好期待啊
1109,啊啊啊啊啊
1110,期待
1111,嗨
1112,沒搶到只能排隊了
1113,已拿號碼排
1114,拿
1115,只好現場排隊了
1116,幾號了看不出來啊
1117,現在到幾號了呢
1118,到底到幾號呀
1119,我也在現場工作人員說等每一場的早鳥票先報到完視乎人潮再看可以放多少人裡面聽說塞滿滿的
1120,推
1121,推
1122,號碼不是沒更新是滿滿的
1123,好久
1124,可惡忘記搶早鳥
1125,沒搶到
1126,喔喔喔喔號
1127,多號不知道要不要等到晚上
1128,怎麼有人先拿限量的
1129,去的路上
1130,號是要等到何時
1131,嗨
1132,看來快輪到我了號
1133,留言
1134,嗨
1135,到號囉
1136,到了趕快衝啊各位
1137,卡
1138,好期待
1139,等等等
1140,耶
1141,哇哇哇到了
1142,第一批我出來了袋子沒拿到有拿到我最想要的水杯套不過扭蛋有些都是袋子的所以無遺憾
1143,所以怎麼拿到袋子
1144,所以袋子不是人人都有喔
1145,有人知道到幾號了嗎
1146,囉
1147,我剛剛刷了欸還沒有進場的朋友趕快入場
1148,袋子怎麼拿呀
1149,好像不是人人都有我還是不知道怎麼拿到的
1150,貼心
1151,想拿袋子到底要怎樣拿好像不是每個人都有
1152,袋子怎麼拿
1153,今天袋子已經發完了
1154,拿藍帶的怎麼還可以在裡面
1155,杯子也是隨機拿的嗎
1156,杯子是買的呦元送氣泡飲跟棉花糖
1157,一人只能買一杯嗎沒去的好想買喔
1158,應該可以不只買一杯
1159,感謝妳我買到了也被棉花糖殘害了
1160,不要在同一台轉蛋機啊太悲劇了
1161,希望我能找到車位
1162,哈哈不客氣我也被殘害的全身都黏黏的
1163,嘿
1164,闖關也可以拿藍袋等要出去再拿禮物卷就好
1165,請問如果現場排隊進去沒一樣可以拿卷換藍袋嗎
1166,可以感覺小藍袋不是早鳥禮杯套才是但晚上去的朋友說小藍袋都發完了不知道明天會不會補
1167,推推
1168,卡個
1169,如果現場進去拿藍袋子出來然後早鳥在晚上再進去一次跟兩個人去早鳥帶進去拿袋子出來早鳥帶進去很多種方式都可以出來拿袋子再進去一次以上都是推測
1170,好想去啊
1171,好像要藍袋子
1172,期待
1173,希望不要排太久
1174,嘿
1175,卡
1176,嗨
1177,唷齁
1178,嘿
1179,留言
1180,期待
1181,期待哦
1182,請問現場可以幫朋友拿號碼牌嗎還是要人到了才能拿呢
1183,現場一人一票喔
1184,哈哈剛好在我前面
1185,等待中
1186,我認得你們欸哈哈你們有一個文青風格的男生
1187,現場很多人排隊嗎
1188,對啊我的閃光
1189,來排隊不是馬上可以入場要先拿號碼牌文章會用更新的方式來叫號叫號到的就可以到入口蓋章入場
1190,很甜蜜喔
1191,等到心累啊啊啊
1192,請問現在到幾號了
1193,喔
1194,我
1195,我今天
1196,我沒票打算現場排
1197,那只能看看能不能巧遇了好哦你好好玩玩的愉快可惜我們無法巧遇了
1198,你說當天嘛
1199,我是四點
1200,我點的
1201,接著下去嘛好像在接力賽我那時間會去耶因有跟朋友約了但不是那時間進場就是了巧遇巧遇吧
1202,走你帶著愛情我帶著票
1203,哈哈哈真的嗎
1204,真的
1205,但我不是
1206,我只是想以假亂真
1207,的一個白目路人
1208,哈哈哈
1209,我有多的票
1210,哈哈哈哈哈哈笑死
1211,可以一起
1212,可以可是我是星期日的的那場你可以嗎
1213,可以呀哈哈
1214,我的賴
1215,那個數字
1216,我密你了
1217,想請問一下你是報名當天就收到入場信了嗎
1218,是啊當天就有了
1219,感謝你的回答
1220,要走了嗎你挑著擔我牽著馬
1221,很鬧哈哈哈哈
1222,我可以順便徵人有人星期六有多的票嗎
1223,結果原去了嗎
1224,原跟我在一起了
1225,哪有在一起啦
1226,好期待明天呀可惜我只有系上剛認識的朋友沒有閃光有人跟我一樣是跟朋友一起的嘛
1227,必去
1228,一個人去路過
1229,會去會去
1230,南部表示好遠
1231,想去可是沒人陪只好去上班了
1232,一個人兩張票沒閃光
1233,沒有閃光
1234,一人
1235,期待
1236,你要跟我一起去嗎
1237,要一起去嗎
1238,一個人
1239,一個人
1240,我好期待明天的活動
1241,我有多一個名額誰要
1242,一個人
1243,走
1244,沒有票想去嗚嗚
1245,一起
1246,可以
1247,謝謝你
1248,他是要男女一起去喔或是兩個人是嗎還是一個人也可以
1249,好啊明天見
1250,我是禮拜天的
1251,我有多一張票禮拜日的要一起嗎
1252,好啊
1253,那禮拜天見
1254,那板橋車站見
1255,可以啊
1256,恩恩
1257,好了
1258,明天下午兩點的哦
1259,時間照常舉行嗎有延期嗎
1260,一起誰要
1261,對了可以去雜學校
1262,所以一但決定日期跟時間就不能更改了嗎我的票券是星期日想改明天
1263,要一起嗎
1264,要不要一起去看看
1265,要不要憶起嗎
1266,好尷尬的感覺
1267,明天三點兩人票缺一有人要一起嗎
1268,會員是什麼意思有辦帳號就可以嗎拜託有人回答我
1269,對哦只要有帳號就是會員囉
1270,如果一個歲的人去那會不會很突兀啊
1271,太感謝你了明天要不要見個面不會啦假扮工作人員
1272,還有名額嗎想卡位
1273,要一起嗎
1274,謝謝你的邀約可惜我人在台中也去不了只是來湊個熱鬧而已
1275,但在排隊就不能假扮工作人員了
1276,你哪個時間有票嗎
1277,必去
1278,我沒票但是我看排隊就能進去了
1279,我是禮拜天的有多一張票要一起嗎
1280,不知道要不要路過看一下
1281,有喔
1282,我是有搶到兩人票但朋友都有事不能去所以想找個人一起去
1283,我也是想路過看一下的那種
1284,兩人票有沒有人想星期天早上點一起的
1285,我也有兩張票有人星期天要一起的嗎
1286,如果一個歲男子去會不會被警察抓走
1287,沒有閃光
1288,一個人禮拜天兩點
1289,可是我是星期日的場有緣再見
1290,要不要一起我
1291,我有票哈哈兩點的
1292,哎呀就在學校附近呢但是沒閃光還是自己旁邊偷哭好了
1293,要不要一起
1294,可以啊我是可以跟妳去點的跟妳約在門口碰面如何
1295,走啊走阿
1296,我是那就認這雙鞋子囉這裡不能交換個人資料我們星期天下午門口碰面我的衣服是灰色的金門大學島孤
1297,到時後見
1298,超想去的
1299,星期天下午見
1300,走吧走吧一起去
1301,要不要一起去呢
1302,有人是禮拜日中午的場次嗎第一次去
1303,我只能在攤位上看你們玩
1304,工作人員喔不然給你探班啊哈哈
1305,遊輪那攤我只覺得業績獎金超難賺
1306,妳是什麼時候的場次我有禮拜日下午可是一個人就想放棄
1307,下午唷真假你不要嘛
1308,哈哈好喔有經過就去看看也不知道現場人是不是爆多
1309,下午我是只有一張票如果妳明天會去考慮下午或晚上排隊進去中午到下午家人有事情
1310,要來找我喔聊個天也好我不要都在發傳單啊
1311,到時候再告訴我讓我好辨認人
1312,擊掌沒搶票想說就好奇看看而且也沒膽子去玩
1313,一個人
1314,沒有閃光丫丫丫丫
1315,我也好奇好奇要一起好奇去看看嗎
1316,哈哈是可以啊不嫌棄的話
1317,給我車錢北上我就去不要那麼自私好不好啊一直發通知煩不煩啊又不是每個人都很近說去就去低能卡不意外
1318,一個人禮拜天下午三點
1319,哈哈不會嫌棄的
1320,不會啦
1321,回太快回到你刪掉的樓不嫌棄那就好
1322,哈哈哈哈帶著一顆開心的心出門
1323,那你要哪天去哇
1324,週日去妳
1325,可以啊
1326,週日見
1327,但我怎麼知道你是誰佛系認人嗎
1328,哈哈哈
1329,今天有人要一起嗎
1330,我也沒閃光今早上有研討會下午想去逛文具店你要找人一起去但這活動到底是玩什麼阿
1331,不會吧所以我還是不知道這活動到底玩什麼又一直留言哈
1332,有人在板橋附近的嗎然後剛好又是中午的一起去
1333,可能類似大家一起交朋友闖關之類的
1334,哈哈了解
1335,可惡想去但沒票
1336,可以現場排喲
1337,哈哈其實我跟妳一樣先等下午有沒有人分享心得文之後晚一點再衝過去
1338,謝謝感覺應該很多人哈哈哈
1339,想去但找不到人
1340,一個人哭哭
1341,人雙票
1342,等等穿性感服裝去看看好了路邊的
1343,有現場實況報導嗎哈哈
1344,我想入鏡欸哈哈
1345,你也會去嗎
1346,是的喔但我是明天中午的場次要一起嗎
1347,我等等就會去明天我上班不會去喔
1348,那有緣在見囉哈哈
1349,要一起去闖關嗎感覺很有趣
1350,明天的有人缺伴的嗎一個人
1351,有人知道要怎麼進去嗎沒有門票
1352,沒門票可以現場排隊入場
1353,現場可以排但是時間不確定哦拿完號碼牌可以在現場排隊的小閃光看這邊看到幾號
1354,不知現在排到幾號了
1355,點進去裡面有寫喔
1356,感謝你
1357,閃光是什麼我的一生中不可能出現這種東西
1358,明天有人要去嗎
1359,可以一起
1360,一起去
1361,明天下午有人嗎
1362,到了之後碰運氣
1363,我是明天早上點一個人感覺很可憐
1364,一個人禮拜天下午三點
1365,明天要一起去嗎
1366,迪卡不能寫業配文但這家是這次贊助商所以這個活動是迪卡認可的嗎小藍袋裡面資料也有宣傳這活動
1367,我覺得可以
1368,要怎麼認呢約定穿著嗎
1369,我也不知道捏你要穿啥呢
1370,好窩我努力認你約公車站牌嗎
1371,哪裡的公車站牌還是直接約捷運站
1372,感覺捷運站人會爆多忠孝國小站牌
1373,好你是點的那約如何還是要用我手上點的票
1374,約行不
1375,好
1376,找不到再上來囉晚安
1377,妳那天打扮要告訴我喔不然我會找很久
1378,遊輪的藍色活動藍色短褲
1379,好喔
1380,你到了嗎
1381,我家裡有點事耽擱了可能要才能到
1382,麻煩有想要來的請跟我說一下因為我的另一位名額身體不舒服無法前來所以在此要求一位人加入
1383,妳有人約了嗎我這邊的場要一起嗎
1384,我因為身體不舒服幫巨蟹豬豬推個女生
1385,低調找人揪團認識
1386,來吧
1387,妳是一群在舉牌子的嗎
1388,辛苦了還有一天加油聽說昨天就發完了呢厂厂不過確切是放在各個地方
1389,在攤位顧分享活動
1390,若我拿到藍色袋子我會發出去先到先得啊
1391,我需要帶子
1392,你確定那些都是女生試用品耶
1393,我是一個人
1394,我現在在場內要怎麼找到妳
1395,我們在吃飯哈哈我等等就進去了你可以在郵輪那攤等順便告訴我你穿什麼
1396,穿著漸層色米老鼠飛鼠褲
1397,你現在在哪啊
1398,我在排抽卡實驗室靠近電流實驗室
1399,有人要跟我一起去嗎我沒有票不過誰想跟我認識一起去
1400,剛好正在等時間不知行嗎
1401,我現在正要出門過去我到那邊只要分鐘我不知道欸抱歉
1402,我號
1403,我一個人有三點要一起去的嗎或是一起聊天等時間哦
1404,我等等到了叫你
1405,行
1406,一個人沒票能去嗎
1407,沒票可以現場免費報名入場一個人也可以好多代幣轉好多扭蛋都還不錯哦午夜小禮物早鳥的藍色袋子那袋裡面很多東西扭蛋也有機會得到
1408,我到了妳在哪
1409,我靠近舞臺那邊
1410,你穿什麼
1411,灰白條紋衣服帶帽子
1412,今天下午個人
1413,你們都有訂票還是現場買
1414,要不要一起啊正趕著腳
1415,能不能敬致的邀你陪我逛逛呢
1416,要一起嗎
1417,下午下班後一個人可是我沒票昨天去過想再去一次
1418,現在來百多號
1419,有沒有人要一起聊天等號碼一起去之類
1420,你們排幾號的
1421,我抽到
1422,所以我要去現場報的意思嗎反正我下班後很無聊去看一下
1423,有票的話可以去排沒有的話就現場抽號碼哦
1424,我覺得可行
1425,不知你到幾號了
1426,下班了
1427,還沒
1428,沒看到你啊換褲子了
1429,在吃飯
1430,辛苦了
1431,我今天有看到你嗎
1432,有人知道她是誰嗎唱的真好
1433,我想要
1434,朋友都有就我沒有這是命啊總結我沒有拿到
1435,看不懂
1436,小編再騙啊張不見囉
1437,後來你們有遇到嗎
1438,我們缺你一朵花
1439,沒
1440,那你後來就逛完就走了嗎
1441,對呀射手座型的男生都不負責任嘛啊
1442,別說了射手做型最專情
1443,這裡有天秤座的嗎
1444,對啊逛完就走了
1445,死都不會回我
1446,妳講的那個人名是誰
1447,公開不好吧我只知道他是台大海洋所的
1448,相處夠了就全方位封鎖我這就是他對我的態度
1449,我是知道有個已經被黑爆了如果是他的話就不意外了
1450,不是姓張的
1451,哈
1452,希望不要下雨
1453,好喔
1454,希望有太陽不要太冷不要下雨
1455,兩個搭公車喔
1456,想問閃光如果現場排隊需要都是會員嗎
1457,好可愛喔
1458,希望大太陽
1459,華山我超熟沒課就往華山去學校在善導寺
1460,有人要拎我走嗎
1461,太可愛惹
1462,太可愛了沒看過這個可愛的貓
1463,好可愛
1464,柯擠
1465,沒有審計部應該是忠孝國小或華山園區站吧
1466,所以我弱弱的問一下這個活動到底是要幹嘛
1467,天啊太可愛了吧
1468,好可愛喔
1469,我也很納悶看了很久都看不懂
1470,請問是單身者才能參加嗎
1471,沒有有沒有伴都可以參加
1472,有柯基有愛心
1473,呢
1474,有柯基有愛心
1475,應該是這個吧閃光與他的午夜實驗室攤位們
1476,連給你地址都不會走還要人教不愧是低卡智商
1477,不好意思我今天有去午夜實驗室東西好像不小心留在那裡了要怎麼辦
1478,卡個位看一下我也好想去看看
1479,想去想去
1480,想去可以一起哈哈
1481,我以為好想去
1482,我可以跟你一起去
1483,想去
1484,我要參加星期六現場排隊入場你願意跟我一起嗎我也缺一個伴
1485,同伴跑了沒伴了
1486,我可以嗎
1487,我想報名
1488,排隊感覺人山人海
1489,我搶的
1490,我我我
1491,選我選我
1492,想去啊
1493,沒搶到票的女子
1494,我有票是點有那位想去缺票歡迎同行
1495,走啊
1496,借我徵一下我找不到伴場的
1497,跟你同場同時間
1498,啊啊啊啊啊啊啊但你也一個人嗎
1499,可是在這裡也不能留聯絡資料
1500,我可以嗎
1501,對啊下下周要考試沒人想要去但我覺得沒差
1502,你也在桃園嗎
1503,來來
1504,沒票女子啊
1505,可以一起去
